Descrição de informações da simulação do page rank por iteração

Iteração 1
IDs presentes na iteraçao anterior e que foram removidos na simulação da iteração atual
DECISION ID | RELATOR | VIRTUAL

RANK | DECISION ID | RELATOR | VIRTUAL | PAGE RANK
 1    | RE 499464                           | RICARDO LEWANDOWSKI | N | 0.002460
 2    | RE 576155                           | RICARDO LEWANDOWSKI | N | 0.001330
 3    | RE 510378                           | RICARDO LEWANDOWSKI | N | 0.001330
 4    | HC 100122                           | RICARDO LEWANDOWSKI | N | 0.001330
 5    | AGR ARE 771774                      | RICARDO LEWANDOWSKI | N | 0.000201
 6    | RHC 115983                          | RICARDO LEWANDOWSKI | N | 0.000201
 7    | AGR AI 852672                       | RICARDO LEWANDOWSKI | N | 0.000201
 8    | RE 592581                           | RICARDO LEWANDOWSKI | N | 0.000201
 9    | AGR AI 704539                       | RICARDO LEWANDOWSKI | N | 0.000201
 10   | AGR ARE 702999                      | RICARDO LEWANDOWSKI | N | 0.000201
 11   | HC 92290                            | RICARDO LEWANDOWSKI | N | 0.000201
 12   | AGR HC 90209                        | RICARDO LEWANDOWSKI | N | 0.000201
 13   | AGR ARE 803737                      | RICARDO LEWANDOWSKI | N | 0.000201
 14   | AGR AI 758732                       | RICARDO LEWANDOWSKI | N | 0.000201
 15   | ED AGR AI 747420                    | RICARDO LEWANDOWSKI | N | 0.000201
 16   | AGR ARE 668478                      | RICARDO LEWANDOWSKI | N | 0.000201
 17   | AGR RE 449775                       | RICARDO LEWANDOWSKI | N | 0.000201
 18   | AGR RE 633077                       | RICARDO LEWANDOWSKI | N | 0.000201
 19   | ED MS 30585                         | RICARDO LEWANDOWSKI | N | 0.000201
 20   | AGR ED AGR AGR EDV ED AGR AI 636616 | RICARDO LEWANDOWSKI | N | 0.000201
 21   | AGR RE 656651                       | RICARDO LEWANDOWSKI | N | 0.000201
 22   | AGR ARE 694140                      | RICARDO LEWANDOWSKI | N | 0.000201
 23   | TERCEIRO AGR AI 551597              | RICARDO LEWANDOWSKI | N | 0.000201
 24   | AGR AI 665853                       | RICARDO LEWANDOWSKI | N | 0.000201
 25   | AGR RE 553315                       | RICARDO LEWANDOWSKI | N | 0.000201
 26   | HC 113103                           | RICARDO LEWANDOWSKI | N | 0.000201
 27   | AGR RE 727507                       | RICARDO LEWANDOWSKI | N | 0.000201
 28   | AGR RE 353296                       | RICARDO LEWANDOWSKI | N | 0.000201
 29   | HC 120216                           | RICARDO LEWANDOWSKI | N | 0.000201
 30   | RHC 120133                          | RICARDO LEWANDOWSKI | N | 0.000201
 31   | ED AGR AI 663576                    | RICARDO LEWANDOWSKI | N | 0.000201
 32   | AGR AI 616147                       | RICARDO LEWANDOWSKI | N | 0.000201
 33   | AGR AI 699051                       | RICARDO LEWANDOWSKI | N | 0.000201
 34   | RE 591874                           | RICARDO LEWANDOWSKI | N | 0.000201
 35   | ED AGR AI 463407                    | RICARDO LEWANDOWSKI | N | 0.000201
 36   | AGR AI 731570                       | RICARDO LEWANDOWSKI | N | 0.000201
 37   | AGR AI 652200                       | RICARDO LEWANDOWSKI | N | 0.000201
 38   | AGR AI 611723                       | RICARDO LEWANDOWSKI | N | 0.000201
 39   | AGR AI 553712                       | RICARDO LEWANDOWSKI | N | 0.000201
 40   | AGR AI 820924                       | RICARDO LEWANDOWSKI | N | 0.000201
 41   | AGR AI 668681                       | RICARDO LEWANDOWSKI | N | 0.000201
 42   | MS 28576                            | RICARDO LEWANDOWSKI | N | 0.000201
 43   | AGR ARE 695894                      | RICARDO LEWANDOWSKI | N | 0.000201
 44   | AGR RE 635085                       | RICARDO LEWANDOWSKI | N | 0.000201
 45   | AGR AI 541584                       | RICARDO LEWANDOWSKI | N | 0.000201
 46   | AGR AI 616891                       | RICARDO LEWANDOWSKI | N | 0.000201
 47   | HC 95969                            | RICARDO LEWANDOWSKI | N | 0.000201
 48   | ED ARE 807093                       | RICARDO LEWANDOWSKI | N | 0.000201
 49   | AGR AI 802046                       | RICARDO LEWANDOWSKI | N | 0.000201
 50   | RE 506734                           | RICARDO LEWANDOWSKI | N | 0.000201
 51   | AGR ARE 755898                      | RICARDO LEWANDOWSKI | N | 0.000201
 52   | AGR AI 591532                       | RICARDO LEWANDOWSKI | N | 0.000201
 53   | HC 89223                            | RICARDO LEWANDOWSKI | N | 0.000201
 54   | AGR AI 672478                       | RICARDO LEWANDOWSKI | N | 0.000201
 55   | AGR RCL 11835                       | RICARDO LEWANDOWSKI | N | 0.000201
 56   | AGR RE 610191                       | RICARDO LEWANDOWSKI | N | 0.000201
 57   | AGR RE 633117                       | RICARDO LEWANDOWSKI | N | 0.000201
 58   | ED ARE 695504                       | RICARDO LEWANDOWSKI | N | 0.000201
 59   | RHC 92354                           | RICARDO LEWANDOWSKI | N | 0.000201
 60   | ED RE 386776                        | RICARDO LEWANDOWSKI | N | 0.000201
 61   | HC 114597                           | RICARDO LEWANDOWSKI | N | 0.000201
 62   | HC 97230                            | RICARDO LEWANDOWSKI | N | 0.000201
 63   | HC 114029                           | RICARDO LEWANDOWSKI | N | 0.000201
 64   | AGR RE 582926                       | RICARDO LEWANDOWSKI | N | 0.000201
 65   | AGR AI 625373                       | RICARDO LEWANDOWSKI | N | 0.000201
 66   | AGR RE 621702                       | RICARDO LEWANDOWSKI | N | 0.000201
 67   | AGR RE 408689                       | RICARDO LEWANDOWSKI | N | 0.000201
 68   | HC 109073                           | RICARDO LEWANDOWSKI | N | 0.000201
 69   | HC 115514                           | RICARDO LEWANDOWSKI | N | 0.000201
 70   | AGR AI 715282                       | RICARDO LEWANDOWSKI | N | 0.000201
 71   | HC 92340                            | RICARDO LEWANDOWSKI | N | 0.000201
 72   | AGR AI 854307                       | RICARDO LEWANDOWSKI | N | 0.000201
 73   | AGR HC 92461                        | RICARDO LEWANDOWSKI | N | 0.000201
 74   | AGR AI 607769                       | RICARDO LEWANDOWSKI | N | 0.000201
 75   | HC 90414                            | RICARDO LEWANDOWSKI | N | 0.000201
 76   | AGR ARE 898634                      | RICARDO LEWANDOWSKI | N | 0.000201
 77   | AGR RE 558402                       | RICARDO LEWANDOWSKI | N | 0.000201
 78   | AGR RE 465985                       | RICARDO LEWANDOWSKI | N | 0.000201
 79   | HC 94902                            | RICARDO LEWANDOWSKI | N | 0.000201
 80   | AGR AI 622383                       | RICARDO LEWANDOWSKI | N | 0.000201
 81   | AGR AI 684700                       | RICARDO LEWANDOWSKI | N | 0.000201
 82   | AGR RE 652330                       | RICARDO LEWANDOWSKI | N | 0.000201
 83   | AGR RE 458618                       | RICARDO LEWANDOWSKI | N | 0.000201
 84   | AGR AI 643463                       | RICARDO LEWANDOWSKI | N | 0.000201
 85   | AGR AI 626371                       | RICARDO LEWANDOWSKI | N | 0.000201
 86   | HC 117001                           | RICARDO LEWANDOWSKI | N | 0.000201
 87   | ED EI HC 100346                     | RICARDO LEWANDOWSKI | N | 0.000201
 88   | AGR AI 639510                       | RICARDO LEWANDOWSKI | N | 0.000201
 89   | AGR AI 634072                       | RICARDO LEWANDOWSKI | N | 0.000201
 90   | AGR RE 697710                       | RICARDO LEWANDOWSKI | N | 0.000201
 91   | AGR AI 749969                       | RICARDO LEWANDOWSKI | N | 0.000201
 92   | AGR RE 605404                       | RICARDO LEWANDOWSKI | N | 0.000201
 93   | ED ARE 761279                       | RICARDO LEWANDOWSKI | N | 0.000201
 94   | AGR AI 840390                       | RICARDO LEWANDOWSKI | N | 0.000201
 95   | AGR RE 473155                       | RICARDO LEWANDOWSKI | N | 0.000201
 96   | AGR AI 687274                       | RICARDO LEWANDOWSKI | N | 0.000201
 97   | AGR RCL 7218                        | RICARDO LEWANDOWSKI | N | 0.000201
 98   | AGR AI 597474                       | RICARDO LEWANDOWSKI | N | 0.000201
 99   | AGR AI 693928                       | RICARDO LEWANDOWSKI | N | 0.000201
 100  | AGR RE 385256                       | RICARDO LEWANDOWSKI | N | 0.000201


Iteração 2
IDs presentes na iteraçao anterior e que foram removidos na simulação da iteração atual
DECISION ID | RELATOR | VIRTUAL
 AGR ARE 694140         | RICARDO LEWANDOWSKI | N
 TERCEIRO AGR AI 551597 | RICARDO LEWANDOWSKI | N
 AGR RE 553315          | RICARDO LEWANDOWSKI | N
 RHC 120133             | RICARDO LEWANDOWSKI | N
 AGR AI 802046          | RICARDO LEWANDOWSKI | N
 AGR ARE 755898         | RICARDO LEWANDOWSKI | N
 AGR AI 591532          | RICARDO LEWANDOWSKI | N
 HC 97230               | RICARDO LEWANDOWSKI | N
 AGR RE 582926          | RICARDO LEWANDOWSKI | N
 HC 115514              | RICARDO LEWANDOWSKI | N
 HC 92340               | RICARDO LEWANDOWSKI | N

RANK | DECISION ID | RELATOR | VIRTUAL | PAGE RANK
 1    | RE 576155                           | RICARDO LEWANDOWSKI | N | 0.001484
 2    | RE 510378                           | RICARDO LEWANDOWSKI | N | 0.001484
 3    | HC 100122                           | RICARDO LEWANDOWSKI | N | 0.001484
 4    | AGR ARE 771774                      | RICARDO LEWANDOWSKI | N | 0.000223
 5    | RHC 115983                          | RICARDO LEWANDOWSKI | N | 0.000223
 6    | AGR AI 852672                       | RICARDO LEWANDOWSKI | N | 0.000223
 7    | RE 592581                           | RICARDO LEWANDOWSKI | N | 0.000223
 8    | AGR AI 704539                       | RICARDO LEWANDOWSKI | N | 0.000223
 9    | AGR ARE 702999                      | RICARDO LEWANDOWSKI | N | 0.000223
 10   | HC 92290                            | RICARDO LEWANDOWSKI | N | 0.000223
 11   | AGR HC 90209                        | RICARDO LEWANDOWSKI | N | 0.000223
 12   | AGR ARE 803737                      | RICARDO LEWANDOWSKI | N | 0.000223
 13   | AGR AI 758732                       | RICARDO LEWANDOWSKI | N | 0.000223
